#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
160	6411097	1	46	173688653	27.091877	23.000000	29.000000	32.000000	9.000000	10	45	1,3,4,5,6,7,8,9,46	1650789	1489373	1590172	1680763	0		
161	6341193	1	46	171980253	27.121119	23.000000	29.000000	32.000000	9.000000	10	45	1,3,4,5,6,7,8,9,46	1675241	1263486	1586488	1815978	0		
162	6159180	1	46	166977106	27.110282	23.000000	29.000000	32.000000	9.000000	10	45	1,3,4,5,6,7,8,9,46	1712649	1501021	1915769	1029741	0		
163	6124618	1	46	166612725	27.203774	23.000000	29.000000	32.000000	9.000000	10	45	1,3,4,5,6,7,8,9,46	1941469	1543412	1364254	1275483	0		
164	6079202	1	46	164905505	27.126176	23.000000	29.000000	32.000000	9.000000	10	45	1,3,4,5,6,7,8,9,46	1652463	1480545	1631394	1314800	0		
165	6053255	1	46	164252988	27.134655	23.000000	29.000000	32.000000	9.000000	10	45	1,3,4,5,6,7,8,9,46	1456485	1608748	1606811	1381211	0		
166	6007497	1	46	161675362	26.912267	22.000000	29.000000	32.000000	10.000000	7	46	1,3,4,5,6	1607210	1426113	1661232	1312942	0		
167	5910996	1	46	159182074	26.929823	22.000000	29.000000	32.000000	10.000000	7	46	1,3,4,5,6	1495448	1332147	1623904	1459497	0		
168	5804834	1	46	157578523	27.146086	23.000000	29.000000	32.000000	9.000000	10	45	1,3,4,5,6,7,8,9,46	1473484	1432431	1535741	1363178	0		
169	5783908	1	46	154967066	26.792796	22.000000	29.000000	32.000000	10.000000	7	46	1,3,4,5,6	1522318	1371959	1306212	1583419	0		
170	5740793	1	46	152157551	26.504622	22.000000	28.000000	32.000000	10.000000	7	46	1,3,4,5,6	1428268	1630426	1381638	1300461	0		
171	5703530	1	46	149395855	26.193577	22.000000	28.000000	31.000000	9.000000	9	44	1,3,4,5,6,7,8,46,45	1561429	1198361	1605755	1337985	0		
172	5645160	1	46	147018639	26.043308	22.000000	27.000000	31.000000	9.000000	9	44	1,3,4,5,6,7,8,46,45	1356928	984916	1623381	1679935	0		
173	5566982	1	46	146555453	26.325836	22.000000	28.000000	32.000000	10.000000	7	46	1,3,4,5,6	1399433	1246228	1484378	1436943	0		
174	5453751	1	46	143284383	26.272630	22.000000	28.000000	32.000000	10.000000	7	46	1,3,4,5,6	1333888	1225048	1398960	1495855	0		
175	5371020	1	46	142119247	26.460383	22.000000	28.000000	32.000000	10.000000	7	46	1,3,4,5,6	1478895	1300046	1362576	1229503	0		
176	5208370	1	46	138625605	26.615929	22.000000	28.000000	32.000000	10.000000	7	46	1,3,4,5,6	1490880	1323973	1293563	1099954	0		
177	4861197	1	46	128520444	26.438024	22.000000	28.000000	32.000000	10.000000	7	46	1,3,4,5,6	1097705	1297242	1345739	1120511	0		
178	4731784	1	46	124767736	26.368012	22.000000	28.000000	32.000000	10.000000	7	46	1,3,4,5,6	1140893	1119181	1104313	1367397	0		
179	4565492	1	46	119723860	26.223649	21.000000	28.000000	32.000000	11.000000	5	46	1,3	921286	1031591	1475294	1137321	0		
180	4480075	1	46	117527593	26.233399	21.000000	28.000000	32.000000	11.000000	5	46	1,3,4	855834	1197895	1375416	1050930	0		
181	4310429	1	46	112278294	26.048056	21.000000	28.000000	31.000000	10.000000	6	46	1,3,5	672020	1235070	1134854	1268485	0		
182	4193088	1	46	108566045	25.891669	21.000000	27.000000	31.000000	10.000000	6	46	1,3,4,5	570651	1033752	1214112	1374573	0		
183	4095187	1	46	105193792	25.687177	21.000000	27.000000	31.000000	10.000000	6	46	1,3,4,5	642081	1148303	1090912	1213891	0		
184	3995471	1	46	100872193	25.246634	20.000000	27.000000	31.000000	11.000000	4	46	1,3	591552	872710	1234321	1296888	0		
185	3924796	1	46	99190236	25.272711	20.000000	27.000000	31.000000	11.000000	4	46	1,3	552685	915467	1193570	1263074	0		
186	3718540	1	46	94834797	25.503234	20.000000	27.000000	31.000000	11.000000	5	46	1,3	712718	1097220	840444	1068158	0		
187	3413737	1	46	86431743	25.318805	20.000000	27.000000	31.000000	11.000000	5	46	1,3	665081	1061767	836848	850041	0		
188	3267776	1	46	83089901	25.427049	20.000000	27.000000	31.000000	11.000000	5	46	1,3	530671	1164903	713289	858913	0		
189	3120169	1	46	79269962	25.405663	21.000000	27.000000	31.000000	10.000000	6	46	1,3,4,5	654019	987146	622362	856642	0		
190	2989249	1	46	75541553	25.271081	20.000000	27.000000	31.000000	11.000000	5	46	1,3	566966	783156	813555	825572	0		
191	2692577	1	46	67459804	25.053993	20.000000	26.000000	31.000000	11.000000	5	46	1,3	747335	509495	756324	679423	0		
192	2529340	1	46	64081989	25.335459	20.000000	27.000000	31.000000	11.000000	5	46	1,3	632269	672834	721876	502361	0		
193	2434821	1	46	61991992	25.460595	20.000000	27.000000	31.000000	11.000000	5	46	1,3	678537	660533	610159	485592	0		
194	2344773	1	46	59721804	25.470186	20.000000	27.000000	31.000000	11.000000	5	46	1	594715	708088	566177	475793	0		
195	2312343	3	46	59188951	25.596960	20.000000	27.000000	31.000000	11.000000	4	46	3	675376	677302	490977	468688	0		
196	2273807	1	46	58290205	25.635511	20.000000	27.000000	31.000000	11.000000	5	46	1	665242	634744	590285	383536	0		
197	2221270	1	46	56541542	25.454601	20.000000	27.000000	31.000000	11.000000	5	46	1,3	577167	560345	679705	404053	0		
198	2122837	1	46	54087895	25.479062	20.000000	27.000000	31.000000	11.000000	5	46	1,3	547656	593803	574199	407179	0		
199	1981586	1	46	49755865	25.109112	19.000000	26.000000	31.000000	12.000000	1	46		470551	561939	513227	435869	0		
200	1849035	1	46	46278310	25.028358	19.000000	26.000000	31.000000	12.000000	1	46		459725	498838	423971	466501	0		
201	1751281	1	46	43493509	24.835254	19.000000	26.000000	31.000000	12.000000	1	46		361631	483862	446227	459561	0		
202	1579460	3	46	39738866	25.159780	20.000000	26.000000	31.000000	11.000000	4	46	3	346823	437545	393459	401633	0		
203	1497271	1	46	37319235	24.924837	19.000000	26.000000	31.000000	12.000000	1	46		333790	441730	337436	384315	0		
204	1446664	1	46	35648511	24.641873	19.000000	26.000000	31.000000	12.000000	1	46		331616	397845	326964	390239	0		
205	1379449	5	46	33900287	24.575238	19.000000	26.000000	31.000000	12.000000	5	46		359012	266047	389329	365061	0		
206	1359266	1	46	33674969	24.774377	19.000000	26.000000	31.000000	12.000000	1	46		353926	287945	389653	327742	0		
207	1317245	1	46	32415079	24.608238	19.000000	26.000000	30.000000	11.000000	5	46	1	378779	281308	376880	280278	0		
208	1247978	5	46	30979151	24.823475	19.000000	26.000000	31.000000	12.000000	5	46		351361	252035	331124	313458	0		
209	1192622	1	46	29793135	24.981205	19.000000	26.000000	31.000000	12.000000	1	46		288725	235867	355246	312784	0		
210	1090784	1	46	26926733	24.685669	19.000000	26.000000	31.000000	12.000000	1	46		256265	286437	246817	301265	0		
211	1042260	1	46	25766017	24.721295	19.000000	26.000000	31.000000	12.000000	1	46		216298	199556	288962	337444	0		
212	987917	1	46	24075123	24.369581	19.000000	25.000000	30.000000	11.000000	4	46	1	126196	208757	344230	308734	0		
213	906973	3	46	22012272	24.270041	19.000000	25.000000	30.000000	11.000000	3	46		136317	228192	230791	311673	0		
214	741572	1	46	18033464	24.317887	19.000000	25.000000	30.000000	11.000000	3	46	1	126591	239395	154696	220890	0		
215	667807	1	46	16064928	24.056244	18.000000	25.000000	30.000000	12.000000	1	46		129183	208991	148167	181466	0		
216	599852	1	46	14646299	24.416521	19.000000	25.000000	31.000000	12.000000	1	46		185605	172556	107905	133786	0		
217	516827	1	46	12655214	24.486364	19.000000	25.000000	30.000000	11.000000	3	46	1	198380	108297	114246	95904	0		
218	434649	5	46	10415709	23.963495	18.000000	24.000000	30.000000	12.000000	5	46		186138	62756	96129	89626	0		
219	332231	5	46	7593330	22.855573	16.000000	23.000000	29.000000	13.000000	5	46		107025	59456	87573	78177	0		
220	300057	5	46	6846709	22.818028	16.000000	23.000000	29.000000	13.000000	5	46		70138	77699	48614	103606	0		
221	242890	5	46	5523944	22.742575	16.000000	23.000000	29.000000	13.000000	5	46		51521	90188	29815	71366	0		
222	238849	5	46	5313813	22.247583	16.000000	22.000000	28.000000	12.000000	5	46		50140	94277	41178	53254	0		
223	235885	1	45	5288892	22.421485	16.000000	22.000000	29.000000	13.000000	1	45		47299	69869	41416	77301	0		
224	231226	5	46	5195802	22.470665	16.000000	23.000000	29.000000	13.000000	5	46		59628	60962	29466	81170	0		
225	228750	5	45	5242514	22.918094	17.000000	23.000000	29.000000	12.000000	5	45		51781	76361	30991	69617	0		
226	226105	5	46	5073090	22.436877	16.000000	23.000000	29.000000	13.000000	5	46		55721	74133	35720	60531	0		
227	222338	3	46	4938008	22.209465	16.000000	22.000000	29.000000	13.000000	3	46		73333	52988	20874	75143	0		
228	215277	5	46	4653988	21.618603	16.000000	21.000000	28.000000	12.000000	5	46		66717	71473	20895	56192	0		
229	197260	5	46	4275762	21.675768	16.000000	22.000000	28.000000	12.000000	5	46		42471	72539	37066	45184	0		
230	165243	5	46	3597780	21.772662	16.000000	22.000000	28.000000	12.000000	5	46		44303	45215	36958	38767	0		
231	153453	5	45	3329108	21.694643	16.000000	22.000000	28.000000	12.000000	5	45		56541	26655	31538	38719	0		
232	147731	5	45	3325241	22.508756	16.000000	22.000000	28.000000	12.000000	5	45		63268	19387	16099	48977	0		
233	114148	3	46	2731327	23.927944	19.000000	25.000000	30.000000	11.000000	3	46		35443	18830	7478	52397	0		
234	112057	5	46	2683141	23.944430	19.000000	25.000000	30.000000	11.000000	5	46		40451	28947	7515	35144	0		
235	108460	5	46	2578294	23.771842	18.000000	24.000000	30.000000	12.000000	5	46		20017	40076	10484	37883	0		
236	104666	3	46	2432154	23.237288	18.000000	24.000000	29.000000	11.000000	3	45	46	13360	32584	16352	42370	0		
237	101616	5	46	2417002	23.785644	18.000000	24.000000	30.000000	12.000000	5	46		16453	13978	26492	44693	0		
238	89563	5	46	2166755	24.192524	19.000000	25.000000	30.000000	11.000000	5	46		19525	8960	33392	27686	0		
239	83024	5	46	2032085	24.475874	19.000000	25.000000	31.000000	12.000000	5	46		34225	11791	19920	17088	0		
240	71696	5	46	1728089	24.103004	19.000000	25.000000	30.000000	11.000000	5	46		30895	18561	12985	9255	0		
241	50028	5	45	1188488	23.756456	19.000000	24.000000	29.000000	10.000000	5	43	45	20100	14291	7579	8058	0		
242	42266	5	45	1005328	23.785738	19.000000	24.000000	29.000000	10.000000	5	43	45	19683	9323	7229	6031	0		
243	27137	5	46	646385	23.819324	19.000000	24.000000	29.000000	10.000000	5	43	46,45	14467	3271	7280	2119	0		
244	26488	5	46	623919	23.554780	19.000000	24.000000	29.000000	10.000000	5	44	46,45	13509	3133	6459	3387	0		
245	25597	5	46	608737	23.781576	19.000000	24.000000	30.000000	11.000000	5	46		8249	3838	8074	5436	0		
246	24271	5	45	582748	24.010053	19.000000	24.000000	30.000000	11.000000	5	45		6421	5082	9363	3405	0		
247	22081	5	46	517156	23.420860	18.000000	24.000000	29.000000	11.000000	5	45	46	7354	4302	8260	2165	0		
248	17998	5	45	417729	23.209746	18.000000	23.000000	29.000000	11.000000	5	45		7455	4474	4588	1481	0		
249	11183	5	45	249427	22.304122	17.000000	22.000000	28.000000	11.000000	5	43	45	4560	2863	2440	1320	0		
250	7656	5	43	166946	21.805904	16.000000	21.000000	27.000000	11.000000	5	43		3018	1826	1462	1350	0		
251	1762	5	46	37508	21.287174	16.000000	20.000000	27.000000	11.000000	5	40	46	586	531	281	364	0		
252	1607	5	46	34177	21.267579	16.000000	20.000000	27.000000	11.000000	5	40	46	587	458	243	319	0		
253	1499	5	43	31712	21.155437	16.000000	20.000000	27.000000	11.000000	5	43		563	407	230	299	0		
254	1424	5	39	29786	20.917135	16.000000	20.000000	27.000000	11.000000	5	39		483	327	287	327	0		
255	1336	5	39	28329	21.204341	16.000000	21.000000	26.000000	10.000000	5	39		455	341	245	295	0		
256	1264	5	39	26977	21.342563	16.000000	21.000000	26.000000	10.000000	5	39		382	370	221	291	0		
257	1198	5	38	25704	21.455760	16.000000	21.000000	27.000000	11.000000	5	38		384	364	182	268	0		
258	1115	5	41	24003	21.527354	16.000000	21.000000	27.000000	11.000000	5	41		355	297	202	261	0		
259	1010	5	40	22297	22.076238	17.000000	22.000000	28.000000	11.000000	5	40		262	223	211	314	0		
260	902	5	45	20141	22.329268	17.000000	22.000000	28.000000	11.000000	5	40	45	187	174	189	352	0		
261	771	5	40	17148	22.241245	17.000000	22.000000	28.000000	11.000000	5	40		163	142	131	335	0		
262	664	8	40	14377	21.652108	16.000000	21.000000	28.000000	12.000000	8	40		140	123	105	296	0		
263	451	8	40	9813	21.758315	16.000000	22.000000	27.000000	11.000000	8	40		113	109	62	167	0		
264	333	7	35	7062	21.207207	16.000000	21.000000	26.000000	10.000000	7	35		95	94	43	101	0		
265	222	8	34	4624	20.828829	16.000000	21.000000	25.500000	9.500000	8	34		68	63	35	56	0		
266	87	5	34	1663	19.114943	16.000000	19.000000	23.000000	7.000000	7	33	5,34	21	28	24	14	0		
267	67	8	36	1286	19.194030	16.000000	18.000000	23.000000	7.000000	8	32	36,35	17	21	14	15	0		
268	44	5	36	803	18.250000	14.000000	18.000000	22.000000	8.000000	5	33	36	21	9	7	7	0		
269	24	8	34	444	18.500000	14.000000	17.500000	24.000000	10.000000	8	34		4	7	6	7	0		
